name,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Toyota Innova 2.5 G1 BSIV,2012,80000,Diesel,Individual,Manual,First Owner,902585.0
Maruti Baleno Alpha 1.2,2018,40000,Petrol,Individual,Manual,First Owner,680410.0
Mitsubishi Pajero 2.8 SFX BSIV Dual Tone,2011,120000,Diesel,Individual,Manual,First Owner,724540.0
Maruti 800 Std,2013,70000,Petrol,Individual,Manual,First Owner,177600.0
Maruti Alto LX BSIII,2006,63230,Petrol,Individual,Manual,Second Owner,150750.0
Mahindra Scorpio 2.6 SLX CRDe,2006,120000,Diesel,Individual,Manual,Second Owner,283160.0
Datsun GO Plus A,2015,45000,Petrol,Individual,Manual,Second Owner,302279.98
Maruti 800 Std BSII,2006,40000,Petrol,Individual,Manual,Second Owner,99305.0
Maruti Wagon R VXI,2005,100000,Petrol,Individual,Manual,Third Owner,96731.11
Tata Indica GLS BS IV,2008,110000,Petrol,Individual,Manual,Third Owner,87310.0
Hyundai Verna 1.6 CRDI,2012,90000,Diesel,Individual,Manual,Second Owner,364499.99
Maruti Vitara Brezza LDi,2018,25000,Diesel,Individual,Manual,First Owner,764349.98
Hyundai Santro Xing XL eRLX Euro III,2005,47000,Petrol,Individual,Manual,First Owner,130559.98
Renault Fluence 1.5,2013,60000,Diesel,Individual,Manual,First Owner,422610.0
Hyundai Verna Transform CRDi VGT ABS,2010,120000,Diesel,Individual,Manual,Second Owner,248899.36
Maruti Swift Ldi BSIII,2008,120000,Diesel,Individual,Manual,First Owner,166220.0
Maruti Swift Dzire VDi,2012,140000,Diesel,Individual,Manual,Second Owner,281920.0
Ford Freestyle Titanium Plus Diesel,2019,1001,Diesel,Dealer,Manual,First Owner,798839.96
Ford Figo 1.5P Titanium AT,2017,1758,Petrol,Dealer,Automatic,First Owner,747645.0
Ford Figo 1.5P Titanium AT,2018,1452,Petrol,Dealer,Automatic,First Owner,1024404.99
Ford Figo 1.5D Titanium MT,2017,35122,Diesel,Dealer,Manual,First Owner,623280.0
Maruti Swift Dzire VDI,2015,92621,Diesel,Dealer,Manual,First Owner,461449.98
Datsun GO T Petrol,2015,92198,Petrol,Dealer,Manual,Second Owner,229090.0
Maruti Swift Dzire VDI,2019,5000,Diesel,Individual,Manual,First Owner,710450.0
Chevrolet Beat LT,2013,50000,Petrol,Individual,Manual,First Owner,190472.49
Hyundai Creta 1.6 CRDi AT SX Plus,2016,74000,Diesel,Individual,Automatic,First Owner,1028229.96
Skoda Rapid 1.5 TDI AT Ambition BSIV,2017,40000,Diesel,Individual,Automatic,First Owner,1093640.0
Maruti Swift Dzire AMT VDI,2019,22000,Diesel,Individual,Automatic,First Owner,1262900.0
Maruti Alto LXi,2007,100000,Petrol,Individual,Manual,Second Owner,94741.66666666669
Tata Hexa XT,2019,40000,Diesel,Individual,Manual,First Owner,1061650.0
Ford Endeavour 3.2 Titanium AT 4X4,2017,30000,Diesel,Individual,Automatic,First Owner,2645458.3333333335
Renault KWID RXT Optional,2016,23000,Petrol,Individual,Manual,First Owner,277050.0
Tata Indica Vista Aqua TDI BSIII,2009,30000,Diesel,Individual,Manual,First Owner,147000.0
Tata Manza Aura Safire,2010,50000,Petrol,Individual,Manual,First Owner,189500.0
Maruti Ritz VDi,2010,100000,Diesel,Individual,Manual,Second Owner,159770.0
Maruti Swift Dzire VXi,2011,70000,Petrol,Individual,Manual,Second Owner,238410.0
Maruti Swift Dzire ZXI,2013,60000,Petrol,Individual,Manual,Second Owner,400799.95
Maruti Alto LX,2006,90000,Petrol,Individual,Manual,Second Owner,94169.99
Mahindra Bolero SLE BSIII,2007,230000,Diesel,Individual,Manual,Second Owner,192799.89
Tata Indica Vista Quadrajet VX,2012,40000,Diesel,Individual,Manual,First Owner,193279.97
Renault KWID RXL,2019,15000,Petrol,Individual,Manual,First Owner,368550.0
Hyundai Verna VTVT 1.6 SX,2018,40000,Petrol,Individual,Manual,First Owner,692600.0
Maruti Zen LX,2000,50000,Petrol,Individual,Manual,First Owner,76100.0
Fiat Punto 1.2 Active,2010,50000,Petrol,Individual,Manual,Second Owner,154100.0
Hyundai Xcent 1.2 VTVT S,2018,8000,Petrol,Individual,Manual,First Owner,547250.0
Hyundai EON Era Plus,2013,35000,Petrol,Individual,Manual,First Owner,251602.49
Tata New Safari DICOR 2.2 EX 4x2,2010,80000,Diesel,Individual,Manual,First Owner,308089.86
Maruti Wagon R LXI BSIII,2005,50000,Petrol,Individual,Manual,Second Owner,115425.0
Maruti Alto LXi BSII,2002,80000,Petrol,Individual,Manual,Fourth & Above Owner,98800.0
Mahindra Scorpio M2DI,2010,90000,Diesel,Individual,Manual,First Owner,464249.99
Mahindra KUV 100 G80 K2,2018,30000,Petrol,Individual,Manual,Second Owner,534399.8866666666
Maruti A-Star Vxi,2010,70000,Petrol,Individual,Manual,Second Owner,149999.99
Tata Indica DLS,2006,80000,Diesel,Individual,Manual,Second Owner,75220.0
Hyundai Santro GLS I - Euro I,2005,60000,Petrol,Individual,Manual,First Owner,77560.0
Maruti 800 DX,2003,35000,Petrol,Individual,Manual,First Owner,67650.0
Maruti Alto LXi BSIII,2008,70000,Petrol,Individual,Manual,First Owner,107771.99
Honda City 1.5 EXI S,2004,100000,Petrol,Individual,Manual,Third Owner,109950.0
Maruti Wagon R LXI DUO BSIII,2008,152000,LPG,Individual,Manual,Second Owner,269440.0
Maruti Zen LXI,1998,70000,Petrol,Individual,Manual,Second Owner,69290.0
Tata Indigo LX,2012,90000,Diesel,Individual,Manual,Second Owner,147700.0
Maruti Baleno Zeta 1.2,2019,40000,Petrol,Individual,Manual,First Owner,625610.0
Honda Amaze E i-VTEC,2016,50000,Petrol,Individual,Manual,Second Owner,357500.0
Maruti Wagon R VXI BS IV,2014,15000,Petrol,Individual,Manual,Second Owner,329149.98
Hyundai Santro Xing XG eRLX Euro III,2006,120000,Petrol,Individual,Manual,Third Owner,68990.0
Tata Safari Storme EX,2014,78322,Diesel,Individual,Manual,First Owner,463770.0
Maruti Ertiga VDI,2014,110000,Diesel,Individual,Manual,Second Owner,497050.0
Hyundai Verna 1.6 SX CRDi (O),2013,80000,Diesel,Individual,Manual,Second Owner,390370.0
Ford Fiesta Titanium 1.5 TDCi,2012,120000,Diesel,Individual,Manual,First Owner,179190.0
Chevrolet Beat LS,2016,125000,Petrol,Individual,Manual,First Owner,194320.0
Maruti Baleno Delta 1.2,2018,8000,Petrol,Individual,Manual,First Owner,547509.99
Volkswagen Ameo 1.2 MPI Trendline,2018,13000,Petrol,Individual,Manual,First Owner,615379.91
Tata Indica Vista Quadrajet LX,2012,80000,Diesel,Individual,Manual,Third Owner,151002.8571428571
Hyundai Verna 1.6 Xi ABS,2008,54309,Petrol,Individual,Manual,First Owner,195350.0
Ford Figo Diesel LXI,2011,70000,Diesel,Individual,Manual,Second Owner,202999.99
Chevrolet Aveo 1.6 LT,2006,34600,Petrol,Individual,Manual,Third Owner,131803.33333333334
Tata Zest Revotron 1.2T XMS,2016,25000,Petrol,Individual,Manual,First Owner,490519.97
Tata Safari Storme EX,2013,80000,Diesel,Individual,Manual,Third Owner,388500.0
Mahindra Bolero DI DX 8 Seater,2009,55000,Diesel,Individual,Manual,Second Owner,297550.0
Hyundai Venue SX Opt Diesel,2020,5000,Diesel,Individual,Manual,First Owner,986330.0
Honda WR-V i-DTEC VX,2017,30000,Diesel,Individual,Manual,First Owner,776290.0
Hyundai Verna 1.4 EX,2011,31000,Diesel,Individual,Manual,First Owner,356919.97
Maruti Wagon R LXI BS IV,2011,50000,Petrol,Individual,Manual,First Owner,230429.98
Maruti Swift Dzire VDI,2018,38217,Diesel,Individual,Manual,First Owner,688700.0
Ford Figo Petrol ZXI,2011,50000,Petrol,Individual,Manual,Third Owner,189450.0
Maruti Ritz VDi,2011,120000,Diesel,Individual,Manual,First Owner,228363.3333333333
Mahindra Bolero DI,2004,110000,Diesel,Individual,Manual,Third Owner,255249.99
Tata Hexa XT,2019,40000,Diesel,Individual,Manual,First Owner,1061650.0
Hyundai Santro LP zipPlus,2001,50000,Petrol,Individual,Manual,Third Owner,76939.94
Hyundai i20 Active 1.2 S,2017,10000,Petrol,Individual,Manual,First Owner,598800.0
Tata Harrier XZ BSIV,2019,10000,Diesel,Individual,Manual,First Owner,1159310.0
Nissan Terrano XL Plus 85 PS,2015,100000,Diesel,Individual,Manual,First Owner,474430.0
Mahindra KUV 100 mFALCON G80 K8 5str,2016,60000,Petrol,Individual,Manual,First Owner,429729.97
Ford Endeavour 3.2 Titanium AT 4X4,2017,30000,Diesel,Individual,Automatic,First Owner,2645458.3333333335
Renault KWID RXT Optional,2016,23000,Petrol,Individual,Manual,First Owner,277050.0
Maruti Wagon R VXI BS IV,2017,30000,Petrol,Individual,Manual,First Owner,368320.0
Hyundai i10 Sportz,2011,50000,Petrol,Individual,Manual,First Owner,251300.0
Maruti Alto 800 LXI,2014,25000,Petrol,Individual,Manual,Second Owner,205127.44
Maruti Ignis 1.2 Delta BSIV,2019,15000,Petrol,Individual,Manual,First Owner,544050.0
Tata Indica Vista Aqua TDI BSIII,2009,30000,Diesel,Individual,Manual,First Owner,147000.0
Chevrolet Spark 1.0 LS,2010,45000,Petrol,Individual,Manual,Second Owner,170313.84
Chevrolet Spark 1.0 LS,2009,44800,Petrol,Individual,Manual,Second Owner,166950.0
Tata Manza Aura Safire,2010,50000,Petrol,Individual,Manual,First Owner,189500.0
Hyundai Creta 1.4 E Plus,2018,52000,Diesel,Individual,Manual,First Owner,824300.0
Tata Hexa XTA,2017,50000,Diesel,Individual,Automatic,First Owner,1459380.0
Toyota Corolla Altis 1.8 J,2008,35000,Petrol,Individual,Manual,Second Owner,423600.0
Maruti Ritz VDi,2010,100000,Diesel,Individual,Manual,Second Owner,159770.0
Tata Manza Club Class Quadrajet90 LS,2014,100000,Diesel,Individual,Manual,First Owner,227960.0
Maruti Swift Dzire VDI,2016,40000,Diesel,Individual,Manual,Second Owner,354209.92
Maruti Wagon R VXI Minor,2007,60000,Petrol,Individual,Manual,Third Owner,85450.0
Chevrolet Beat PS,2014,77000,Petrol,Individual,Manual,First Owner,186480.0
Hyundai Accent Executive,2011,60000,Petrol,Individual,Manual,First Owner,171299.97
Tata Manza Aura (ABS) Safire BS IV,2010,77073,Petrol,Individual,Manual,Second Owner,139900.0
Ford Figo Aspire 1.5 TDCi Titanium,2016,70000,Diesel,Individual,Manual,First Owner,450000.0
Hyundai i10 Magna LPG,2013,90000,LPG,Individual,Manual,Second Owner,318950.0
Toyota Innova 2.5 G (Diesel) 7 Seater,2013,186000,Diesel,Individual,Manual,Third Owner,775646.4285714286
Mahindra Scorpio M2DI,2014,90000,Diesel,Individual,Manual,First Owner,581850.0
Maruti Alto LX BSIII,2007,100000,Petrol,Individual,Manual,Second Owner,112491.66666666666
Chevrolet Beat LT,2010,80000,Petrol,Individual,Manual,Second Owner,133577.0933333333
Mahindra Scorpio LX BSIV,2012,150000,Diesel,Individual,Manual,First Owner,473300.0
Maruti Swift VDI BSIV,2014,80000,Diesel,Individual,Manual,First Owner,491469.97
Maruti Alto K10 VXI,2018,35000,Petrol,Individual,Manual,First Owner,310082.49
Maruti Alto LXi,2008,70000,Petrol,Individual,Manual,First Owner,97833.96
Maruti S-Cross Zeta DDiS 200 SH,2018,50000,Diesel,Individual,Manual,First Owner,615690.0
Ford Freestyle Titanium Diesel,2019,25000,Diesel,Individual,Manual,First Owner,769979.94
Ford Figo Diesel Celebration Edition,2013,120000,Diesel,Individual,Manual,First Owner,206310.0
Maruti Wagon R LXI Minor,2009,70000,Petrol,Individual,Manual,First Owner,135764.42857142855
Hyundai Accent GLE,2009,106000,Petrol,Individual,Manual,Third Owner,149399.46
Toyota Innova 2.0 VX 7 Seater,2010,120000,Petrol,Individual,Manual,Third Owner,365060.0
Maruti Alto 800 CNG LXI Optional,2019,120000,CNG,Individual,Manual,First Owner,422380.0
Maruti Ritz LXi,2016,160000,Petrol,Individual,Manual,First Owner,256670.0
Chevrolet Aveo 1.6 LT with ABS,2010,120000,Petrol,Individual,Manual,Second Owner,153516.64666666667
Tata Altroz XZ,2020,10000,Petrol,Individual,Manual,First Owner,519410.0
Volkswagen Polo SR Petrol 1.2L,2013,50000,Petrol,Individual,Manual,First Owner,387749.96
Hyundai i10 Magna 1.2,2010,90000,Petrol,Individual,Manual,Second Owner,177799.93
Chevrolet Spark 1.0 LS,2008,70000,Petrol,Individual,Manual,First Owner,84900.0
Mahindra Bolero SLX,2008,100000,Diesel,Individual,Manual,First Owner,199499.97
Mahindra Bolero SLX,2008,100000,Diesel,Individual,Manual,First Owner,199499.97
Skoda Superb 1.8 TFSI MT,2010,80000,Petrol,Individual,Manual,First Owner,294480.0
Maruti Alto 800 LXI,2018,16584,Petrol,Dealer,Manual,First Owner,306250.0
Tata Tiago 2019-2020 XE Diesel,2016,38000,Diesel,Dealer,Manual,First Owner,390200.81333333335
Maruti Wagon R LXI,2010,51000,Petrol,Dealer,Manual,First Owner,202310.0
Tata Tiago 1.05 Revotorq XE,2016,38000,Diesel,Dealer,Manual,First Owner,389852.13666666666
Maruti Alto 800 LXI,2015,35000,Petrol,Dealer,Manual,First Owner,231269.14
Hyundai Santro LS zipPlus,2002,120000,Petrol,Individual,Manual,Third Owner,67455.0
Tata Tiago 1.05 Revotorq XE,2016,38000,Diesel,Dealer,Manual,First Owner,389852.13666666666
Skoda Laura L n K 1.9 PD,2008,144000,Diesel,Individual,Manual,Third Owner,211640.0
Maruti Ciaz ZDi Plus,2017,64000,Diesel,Dealer,Manual,First Owner,763859.99
Mahindra XUV500 AT W10 FWD,2015,60000,Diesel,Dealer,Automatic,First Owner,984666.3585714285
Hyundai EON 1.0 Era Plus,2014,65000,Petrol,Dealer,Manual,First Owner,276989.3
Tata Safari Storme EX,2019,24000,Diesel,Individual,Manual,First Owner,1146950.0
Mahindra Scorpio VLX 2WD BSIV,2014,58000,Diesel,Dealer,Manual,Second Owner,757680.0
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2014,58000,Diesel,Dealer,Manual,Second Owner,753700.0
Maruti Alto 800 LXI,2016,68000,Petrol,Dealer,Manual,First Owner,237529.97
Hyundai i20 1.4 CRDi Sportz,2011,81257,Diesel,Dealer,Manual,First Owner,320330.0
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,44000,Diesel,Dealer,Manual,First Owner,596239.38
Tata Nano CX SE,2015,45000,Petrol,Dealer,Manual,First Owner,149190.0
Volkswagen Polo Diesel Highline 1.2L,2013,75000,Diesel,Dealer,Manual,First Owner,406209.93
Maruti Swift VXI,2013,90000,Petrol,Individual,Manual,First Owner,356980.0
Hyundai Verna CRDi ABS,2007,80000,Diesel,Individual,Manual,Second Owner,180570.0
Mercedes-Benz E-Class 230,1998,35000,Petrol,Individual,Automatic,Second Owner,1066680.0
Maruti Alto 800 LXI,2013,25000,Petrol,Individual,Manual,Second Owner,100872.0
Tata Xenon XT EX 4X2,2014,90000,Diesel,Individual,Manual,First Owner,310200.0
Maruti Alto 800 LXI,2013,25000,Petrol,Individual,Manual,Second Owner,100872.0
Hyundai Verna 1.6 SX CRDi (O),2013,110000,Diesel,Individual,Manual,Third Owner,370240.0
Maruti Omni 8 Seater BSIV,2013,35000,Petrol,Individual,Manual,First Owner,189032.0
Maruti Alto 800 LXI,2019,10000,Petrol,Individual,Manual,First Owner,368890.0
Renault KWID RXL,2019,10000,Petrol,Individual,Manual,First Owner,386000.0
Hyundai EON Era Plus,2012,70000,Petrol,Individual,Manual,Second Owner,201699.99
Ford Fiesta 1.4 ZXi TDCi ABS,2009,110000,Diesel,Individual,Manual,Second Owner,168499.99
Maruti Alto LXI,2003,5000,Petrol,Individual,Manual,Second Owner,74660.0
Maruti Alto LX,2006,120000,Petrol,Individual,Manual,Third Owner,65790.0
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2009,90000,LPG,Individual,Manual,Second Owner,94349.97
Maruti Alto LX,2012,70000,Petrol,Individual,Manual,Second Owner,143100.0
Hyundai Verna i (Petrol),2008,90000,Petrol,Individual,Manual,Second Owner,123850.0
Ford Fiesta Classic 1.4 SXI Duratorq,2006,120000,Diesel,Individual,Manual,Third Owner,113150.0
Tata New Safari Dicor EX 4X2 BS IV,2012,110000,Diesel,Individual,Manual,Fourth & Above Owner,304300.0
Toyota Etios VD,2016,50000,Diesel,Individual,Manual,Second Owner,452686.6566666666
Mahindra XUV500 W7,2018,58000,Diesel,Individual,Manual,First Owner,1093130.0
Maruti Baleno Delta 1.3,2018,15000,Diesel,Individual,Manual,First Owner,808100.0
Tata Zest Revotron 1.2T XE,2015,60000,Petrol,Individual,Manual,Second Owner,293579.99
Tata Nano Twist XT,2015,57000,Petrol,Individual,Manual,First Owner,124383.33333333331
Maruti Swift VDI BSIV,2015,87000,Diesel,Individual,Manual,Third Owner,413089.96
Renault KWID 1.0 RXT Optional,2017,70000,Petrol,Individual,Manual,First Owner,308000.0
Maruti Wagon R AX,2012,30000,Petrol,Individual,Automatic,Second Owner,693490.0
Maruti Swift Dzire VDI,2012,80000,Diesel,Individual,Manual,First Owner,403440.0
Hyundai Santro Xing GLS,2009,100000,Petrol,Individual,Manual,Second Owner,171574.98
Maruti Swift VXI,2019,40000,Petrol,Individual,Manual,First Owner,563900.0
Hyundai Grand i10 1.2 Kappa Asta,2017,3917,Petrol,Individual,Manual,First Owner,534950.0
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,160000,Diesel,Individual,Manual,Second Owner,223399.97
Tata Tiago 1.05 Revotorq XT Option,2017,35000,Diesel,Individual,Manual,First Owner,448224.96
Chevrolet Spark 1.0 LS,2014,70000,Petrol,Individual,Manual,First Owner,226540.0
Maruti SX4 ZXI MT BSIV,2012,69069,Petrol,Dealer,Manual,First Owner,281649.99
Hyundai Elite i20 Sportz Plus BSIV,2019,13500,Petrol,Individual,Manual,First Owner,661760.0
Maruti Wagon R Stingray VXI,2014,59059,Petrol,Dealer,Manual,First Owner,297589.99
Hyundai Accent Executive,2013,70000,Petrol,Individual,Manual,First Owner,203140.0
Honda Brio S MT,2012,39039,Petrol,Dealer,Manual,First Owner,289949.99
Honda Brio Exclusive Edition,2014,33033,Petrol,Dealer,Manual,First Owner,354450.0
Hyundai Verna Transform SX VTVT,2011,55168,Petrol,Individual,Manual,Second Owner,309849.91
Hyundai i20 1.2 Sportz,2013,41041,Petrol,Dealer,Manual,First Owner,367000.0
Hyundai i10 Magna,2009,67067,Petrol,Dealer,Manual,First Owner,219659.97
Hyundai i10 Sportz 1.2 AT,2013,66066,Petrol,Dealer,Automatic,First Owner,1322879.98
Mahindra Quanto C8,2013,82082,Diesel,Dealer,Manual,First Owner,397369.99
Hyundai Grand i10 Sportz,2014,48000,Petrol,Individual,Manual,First Owner,371449.98
Hyundai EON D Lite Plus,2015,30000,Petrol,Individual,Manual,First Owner,236349.99
Hyundai Verna SX CRDi AT,2012,70070,Diesel,Dealer,Automatic,First Owner,645160.0
Renault KWID RXT,2017,10000,Petrol,Individual,Manual,First Owner,314140.0
Maruti Swift Dzire ZXI 1.2 BS IV,2018,25000,Petrol,Individual,Manual,First Owner,506850.0
Maruti Wagon R LXI CNG,2016,30000,CNG,Individual,Manual,Second Owner,426519.97
Hyundai i10 Sportz 1.2 AT,2015,50000,Petrol,Dealer,Automatic,First Owner,503230.0
Hyundai Grand i10 AT Asta,2015,63063,Petrol,Dealer,Automatic,First Owner,780800.0
Maruti Swift VDi BSIII W/ ABS,2008,70000,Diesel,Individual,Manual,First Owner,240630.0
Maruti Omni MPI STD BSIV,2012,90000,Petrol,Individual,Manual,First Owner,240630.0
Hyundai Accent GLE 1,1999,90000,Petrol,Individual,Manual,Fourth & Above Owner,159170.0
Hyundai Getz GLX,2005,90000,Petrol,Individual,Manual,Third Owner,96660.0
Chevrolet Sail Hatchback 1.2 LS,2016,30000,Petrol,Individual,Manual,First Owner,266900.0
Hyundai EON Magna Plus,2016,80000,Petrol,Individual,Manual,First Owner,240849.14
Chevrolet Optra Magnum 2.0 LS,2011,120000,Diesel,Individual,Manual,First Owner,221700.0
Datsun RediGO S,2016,22000,Petrol,Individual,Manual,First Owner,273559.99
Honda WR-V i-DTEC VX,2017,140000,Diesel,Individual,Manual,First Owner,653689.98
Hyundai i20 Asta 1.4 CRDi,2014,80000,Diesel,Individual,Manual,Second Owner,391899.74
Maruti Swift VDI Optional,2016,40000,Diesel,Individual,Manual,First Owner,539109.32
Maruti Zen Estilo VXI BSIV,2011,33000,Petrol,Individual,Manual,First Owner,253509.96
Maruti A-Star Vxi,2010,40000,Petrol,Individual,Manual,First Owner,183450.0
Renault KWID 1.0 RXT Optional,2018,10500,Petrol,Individual,Manual,First Owner,313750.0
Mahindra Bolero 2011-2019 SLX,2013,107000,Diesel,Individual,Manual,First Owner,395850.0
Hyundai i10 Sportz 1.2,2010,60000,Petrol,Individual,Manual,Second Owner,203299.99
Hyundai Santro Xing XG eRLX Euro III,2006,120000,Petrol,Individual,Manual,Second Owner,83660.0
Maruti Wagon R LXI BS IV,2010,70000,Petrol,Individual,Manual,First Owner,214369.98
Maruti Alto 800 LXI,2015,50000,Petrol,Individual,Manual,Second Owner,232496.6666666667
Toyota Etios Liva GD,2013,70000,Diesel,Individual,Manual,Second Owner,430969.98
Ford Ecosport 1.5 Petrol Ambiente,2017,6000,Petrol,Individual,Manual,First Owner,650250.0
Hyundai Verna SX Diesel,2010,78000,Diesel,Dealer,Manual,Second Owner,231279.9
Hyundai Verna SX Diesel,2011,72000,Diesel,Dealer,Manual,Third Owner,242654.99
Tata Nano Cx BSIV,2011,9528,Petrol,Dealer,Manual,First Owner,84830.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2011,135200,Diesel,Dealer,Manual,First Owner,484250.0
Hyundai i20 1.2 Sportz,2011,58000,Petrol,Dealer,Manual,Second Owner,248399.97
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,78000,Diesel,Dealer,Manual,Second Owner,360250.0
Tata Zest Revotron 1.2T XE,2018,45000,Petrol,Individual,Manual,First Owner,465599.47
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,35000,Diesel,Individual,Manual,First Owner,793750.0
Hyundai Accent GLS,2007,76000,Petrol,Dealer,Manual,Third Owner,136050.0
Mahindra Xylo D2 BS IV,2015,100000,Diesel,Individual,Manual,Third Owner,494799.37
Mahindra Scorpio SLE BSIV,2011,99000,Diesel,Individual,Manual,Second Owner,467299.31
Maruti Ritz VDi,2009,80000,Diesel,Individual,Manual,Third Owner,200070.0
Honda Civic 1.8 S MT,2006,120000,Petrol,Individual,Manual,Third Owner,204100.0
Honda BR-V i-VTEC VX MT,2020,1100,Petrol,Dealer,Manual,First Owner,1079129.96
Maruti Omni E MPI STD BS IV,2017,34000,Petrol,Dealer,Manual,First Owner,264950.0
Mahindra XUV500 W6 2WD,2014,68000,Diesel,Dealer,Manual,First Owner,663030.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,15000,Diesel,Individual,Manual,First Owner,793919.98
Chevrolet Beat Diesel PS,2012,58000,Diesel,Dealer,Manual,First Owner,143300.0
Tata Indigo CS eLX BS IV,2013,50300,Diesel,Individual,Manual,First Owner,174060.0
Tata Indigo CR4,2011,70000,Diesel,Individual,Manual,Second Owner,146310.0
Tata Indica Vista TDI LS,2011,60000,Diesel,Individual,Manual,Third Owner,175745.0
Maruti Ertiga 1.5 VDI,2020,90000,Diesel,Individual,Manual,First Owner,599100.0
Isuzu D-Max V-Cross Standard,2018,40000,Diesel,Individual,Manual,First Owner,1281100.0
Skoda Superb 1.8 TFSI MT,2010,80000,Petrol,Individual,Manual,Second Owner,342690.0
Nissan Kicks XV Premium D BSIV,2019,15000,Diesel,Individual,Manual,First Owner,1206290.0
Maruti Swift 1.2 DLX,2015,45000,Petrol,Individual,Manual,First Owner,239160.0
Maruti Swift VDI BSIV,2011,130000,Diesel,Individual,Manual,Second Owner,283390.0
Mahindra Bolero Power Plus SLX,2018,80000,Diesel,Individual,Manual,First Owner,678430.0
Maruti Alto 800 Base,2014,40000,Petrol,Individual,Manual,First Owner,177209.97
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,80000,Diesel,Individual,Manual,First Owner,591950.0
Maruti Ritz LDi,2016,100000,Diesel,Individual,Manual,Second Owner,456850.0
Mahindra Xylo D4 BSIV,2013,151624,Diesel,Individual,Manual,Second Owner,390300.0
Renault Duster 85PS Diesel RxL Optional,2012,160000,Diesel,Individual,Manual,First Owner,427574.995
Hyundai Santro AT CNG,2005,110000,CNG,Individual,Manual,Second Owner,122100.0
Maruti Swift VDI BSIV,2015,74820,Diesel,Individual,Manual,First Owner,488119.96
Mahindra XUV500 W6 2WD,2014,82000,Diesel,Individual,Manual,First Owner,656150.0
Maruti Wagon R VXI BS IV,2015,50000,Petrol,Individual,Manual,Second Owner,334849.99
Chevrolet Beat LT,2010,70000,Petrol,Individual,Manual,Second Owner,118104.37
Ford Ecosport Sports Petrol,2020,1000,Petrol,Individual,Manual,First Owner,995720.0
Hyundai Tucson CRDi,2006,170000,Diesel,Individual,Manual,First Owner,185959.93
Tata Indigo TDI,2008,150000,Diesel,Individual,Manual,Third Owner,94759.99
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,17000,Diesel,Individual,Manual,First Owner,888740.0
Maruti Swift Dzire VDI,2014,150000,Diesel,Individual,Manual,First Owner,406749.99
Hyundai i20 Asta Option 1.4 CRDi,2015,80000,Diesel,Individual,Manual,First Owner,488939.98
Hyundai Santro Xing XG eRLX Euro III,2005,170000,Petrol,Individual,Manual,Third Owner,86939.97
Honda Amaze S i-Dtech,2013,120000,Diesel,Individual,Manual,First Owner,334920.0
Hyundai i20 1.2 Sportz,2012,90000,Petrol,Individual,Manual,Third Owner,306499.99
Hyundai Santro Xing GLS,2010,90000,Petrol,Individual,Manual,Third Owner,133174.98
Hyundai Verna 1.6 SX CRDi (O),2013,100000,Diesel,Individual,Manual,Second Owner,424970.0
Maruti Swift VDI BSIV,2014,90000,Diesel,Individual,Manual,First Owner,415109.91
Nissan Micra Diesel XV Primo,2012,129000,Diesel,Individual,Manual,First Owner,284740.0
Mahindra Scorpio VLS AT 2.2 mHAWK,2010,186000,Diesel,Individual,Automatic,Second Owner,788540.0
Tata Sumo LX,2009,66778,Diesel,Individual,Manual,First Owner,135349.98
Hyundai EON Era Plus,2014,50000,Petrol,Individual,Manual,First Owner,223719.98
Hyundai i20 Sportz 1.4 CRDi,2014,110000,Diesel,Individual,Manual,Second Owner,361349.86
Hyundai Grand i10 CRDi Magna,2015,60000,Diesel,Individual,Manual,Second Owner,354150.0
Renault KWID RXT,2016,40000,Petrol,Individual,Manual,First Owner,269449.2857142856
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,55000,Diesel,Dealer,Manual,First Owner,1338849.97
Hyundai EON Era Plus,2015,21000,Petrol,Dealer,Manual,Second Owner,299150.0
Jaguar XF 5.0 Litre V8 Petrol,2012,66363,Petrol,Dealer,Automatic,Second Owner,1511529.97
Hyundai Creta 1.6 VTVT AT SX Plus,2018,11700,Petrol,Dealer,Automatic,First Owner,1226729.98
Hyundai Verna VTVT 1.6 AT SX Option,2017,10000,Petrol,Individual,Automatic,First Owner,943160.0
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,100000,Diesel,Individual,Automatic,Second Owner,4083420.0
Maruti Swift ZXI BSIV,2016,7104,Petrol,Trustmark Dealer,Manual,First Owner,670000.0
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,750000.0
Hyundai Verna 1.6 VTVT SX,2015,55340,Petrol,Trustmark Dealer,Manual,First Owner,760000.0
Volkswagen Polo GTI,2017,20000,Petrol,Dealer,Automatic,Second Owner,1025750.0
